Chemical	cJMP	Unit	Date	Well	Organism	Dose	Induced	Rep	Time	OD600	Instrument
nickel(ii)	70	mM	2022-03-09	D4	5111	1	FALSE	4	22879.2	0.4033	icontrol
novobiocin	37	ug/mL	2022-03-09	D5	5111	30	FALSE	4	22879.2	0.617	icontrol
urea	227	mM	2022-03-09	D6	5111	750	FALSE	4	22879.2	0.1712	icontrol
none	0		2022-03-09	D7	5142	NA	FALSE	4	22879.2	0.678	icontrol
deoxycholate	177	%w/v	2022-03-09	D8	5142	1	FALSE	4	22879.2	0.5478	icontrol
mecillinam	32	ng/mL	2022-03-09	D9	5142	30	FALSE	4	22879.2	0.6294	icontrol
nickel(ii)	70	mM	2022-03-09	D10	5142	1	FALSE	4	22879.2	0.598	icontrol
novobiocin	37	ug/mL	2022-03-09	D11	5142	30	FALSE	4	22879.2	0.6232	icontrol
urea	227	mM	2022-03-09	D12	5142	750	FALSE	4	22879.2	0.12	icontrol
none	0		2022-03-09	E1	5111	NA	TRUE	1	22879.2	0.5835	icontrol
deoxycholate	177	%w/v	2022-03-09	E2	5111	1	TRUE	1	22879.2	0.4905	icontrol
mecillinam	32	ng/mL	2022-03-09	E3	5111	30	TRUE	1	22879.2	0.6122	icontrol
nickel(ii)	70	mM	2022-03-09	E4	5111	1	TRUE	1	22879.2	0.432	icontrol
novobiocin	37	ug/mL	2022-03-09	E5	5111	30	TRUE	1	22879.2	0.615	icontrol
urea	227	mM	2022-03-09	E6	5111	750	TRUE	1	22879.2	0.1992	icontrol
none	0		2022-03-09	E7	5142	NA	TRUE	1	22879.2	0.672	icontrol
deoxycholate	177	%w/v	2022-03-09	E8	5142	1	TRUE	1	22879.2	0.5445	icontrol
mecillinam	32	ng/mL	2022-03-09	E9	5142	30	TRUE	1	22879.2	0.6121	icontrol
nickel(ii)	70	mM	2022-03-09	E10	5142	1	TRUE	1	22879.2	0.605	icontrol
novobiocin	37	ug/mL	2022-03-09	E11	5142	30	TRUE	1	22879.2	0.6297	icontrol
urea	227	mM	2022-03-09	E12	5142	750	TRUE	1	22879.2	0.132	icontrol
none	0		2022-03-09	F1	5111	NA	TRUE	2	22879.2	0.6381	icontrol
deoxycholate	177	%w/v	2022-03-09	F2	5111	1	TRUE	2	22879.2	0.4902	icontrol
mecillinam	32	ng/mL	2022-03-09	F3	5111	30	TRUE	2	22879.2	0.6194	icontrol
nickel(ii)	70	mM	2022-03-09	F4	5111	1	TRUE	2	22879.2	0.4646	icontrol
novobiocin	37	ug/mL	2022-03-09	F5	5111	30	TRUE	2	22879.2	0.622	icontrol
urea	227	mM	2022-03-09	F6	5111	750	TRUE	2	22879.2	0.165	icontrol
none	0		2022-03-09	F7	5142	NA	TRUE	2	22879.2	0.6605	icontrol
deoxycholate	177	%w/v	2022-03-09	F8	5142	1	TRUE	2	22879.2	0.518	icontrol
mecillinam	32	ng/mL	2022-03-09	F9	5142	30	TRUE	2	22879.2	0.6089	icontrol
nickel(ii)	70	mM	2022-03-09	F10	5142	1	TRUE	2	22879.2	0.6057	icontrol
novobiocin	37	ug/mL	2022-03-09	F11	5142	30	TRUE	2	22879.2	0.6244	icontrol
urea	227	mM	2022-03-09	F12	5142	750	TRUE	2	22879.2	0.1232	icontrol
none	0		2022-03-09	G1	5111	NA	TRUE	3	22879.2	0.6423	icontrol
deoxycholate	177	%w/v	2022-03-09	G2	5111	1	TRUE	3	22879.2	0.5072	icontrol
mecillinam	32	ng/mL	2022-03-09	G3	5111	30	TRUE	3	22879.2	0.612	icontrol
nickel(ii)	70	mM	2022-03-09	G4	5111	1	TRUE	3	22879.2	0.4942	icontrol
novobiocin	37	ug/mL	2022-03-09	G5	5111	30	TRUE	3	22879.2	0.6241	icontrol
urea	227	mM	2022-03-09	G6	5111	750	TRUE	3	22879.2	0.1478	icontrol
none	0		2022-03-09	G7	5142	NA	TRUE	3	22879.2	0.6495	icontrol
deoxycholate	177	%w/v	2022-03-09	G8	5142	1	TRUE	3	22879.2	0.5146	icontrol
mecillinam	32	ng/mL	2022-03-09	G9	5142	30	TRUE	3	22879.2	0.6236	icontrol
nickel(ii)	70	mM	2022-03-09	G10	5142	1	TRUE	3	22879.2	0.6334	icontrol
novobiocin	37	ug/mL	2022-03-09	G11	5142	30	TRUE	3	22879.2	0.6505	icontrol
urea	227	mM	2022-03-09	G12	5142	750	TRUE	3	22879.2	0.1373	icontrol
none	0		2022-03-09	H1	5111	NA	TRUE	4	22879.2	0.6353	icontrol
deoxycholate	177	%w/v	2022-03-09	H2	5111	1	TRUE	4	22879.2	0.4993	icontrol
mecillinam	32	ng/mL	2022-03-09	H3	5111	30	TRUE	4	22879.2	0.6032	icontrol
nickel(ii)	70	mM	2022-03-09	H4	5111	1	TRUE	4	22879.2	0.5182	icontrol
novobiocin	37	ug/mL	2022-03-09	H5	5111	30	TRUE	4	22879.2	0.5981	icontrol
urea	227	mM	2022-03-09	H6	5111	750	TRUE	4	22879.2	0.1482	icontrol
none	0		2022-03-09	H7	5142	NA	TRUE	4	22879.2	0.5838	icontrol
deoxycholate	177	%w/v	2022-03-09	H8	5142	1	TRUE	4	22879.2	0.4828	icontrol
mecillinam	32	ng/mL	2022-03-09	H9	5142	30	TRUE	4	22879.2	0.5941	icontrol
nickel(ii)	70	mM	2022-03-09	H10	5142	1	TRUE	4	22879.2	0.6075	icontrol
novobiocin	37	ug/mL	2022-03-09	H11	5142	30	TRUE	4	22879.2	0.6142	icontrol
urea	227	mM	2022-03-09	H12	5142	750	TRUE	4	22879.2	0.1295	icontrol
none	0		2022-03-09	A1	5111	NA	FALSE	1	23759.2	0.6502	icontrol
deoxycholate	177	%w/v	2022-03-09	A2	5111	1	FALSE	1	23759.2	0.4817	icontrol
mecillinam	32	ng/mL	2022-03-09	A3	5111	30	FALSE	1	23759.2	0.6207	icontrol
nickel(ii)	70	mM	2022-03-09	A4	5111	1	FALSE	1	23759.2	0.4005	icontrol
novobiocin	37	ug/mL	2022-03-09	A5	5111	30	FALSE	1	23759.2	0.6065	icontrol
urea	227	mM	2022-03-09	A6	5111	750	FALSE	1	23759.2	0.1379	icontrol
none	0		2022-03-09	A7	5142	NA	FALSE	1	23759.2	0.6151	icontrol
deoxycholate	177	%w/v	2022-03-09	A8	5142	1	FALSE	1	23759.2	0.4976	icontrol
mecillinam	32	ng/mL	2022-03-09	A9	5142	30	FALSE	1	23759.2	0.6321	icontrol
nickel(ii)	70	mM	2022-03-09	A10	5142	1	FALSE	1	23759.2	0.5709	icontrol
novobiocin	37	ug/mL	2022-03-09	A11	5142	30	FALSE	1	23759.2	0.638	icontrol
urea	227	mM	2022-03-09	A12	5142	750	FALSE	1	23759.2	0.114	icontrol
none	0		2022-03-09	B1	5111	NA	FALSE	2	23759.2	0.6497	icontrol
deoxycholate	177	%w/v	2022-03-09	B2	5111	1	FALSE	2	23759.2	0.4888	icontrol
mecillinam	32	ng/mL	2022-03-09	B3	5111	30	FALSE	2	23759.2	0.6417	icontrol
nickel(ii)	70	mM	2022-03-09	B4	5111	1	FALSE	2	23759.2	0.4137	icontrol
novobiocin	37	ug/mL	2022-03-09	B5	5111	30	FALSE	2	23759.2	0.6188	icontrol
urea	227	mM	2022-03-09	B6	5111	750	FALSE	2	23759.2	0.1575	icontrol
none	0		2022-03-09	B7	5142	NA	FALSE	2	23759.2	0.66	icontrol
deoxycholate	177	%w/v	2022-03-09	B8	5142	1	FALSE	2	23759.2	0.5525	icontrol
mecillinam	32	ng/mL	2022-03-09	B9	5142	30	FALSE	2	23759.2	0.6495	icontrol
nickel(ii)	70	mM	2022-03-09	B10	5142	1	FALSE	2	23759.2	0.5762	icontrol
novobiocin	37	ug/mL	2022-03-09	B11	5142	30	FALSE	2	23759.2	0.6354	icontrol
urea	227	mM	2022-03-09	B12	5142	750	FALSE	2	23759.2	0.1155	icontrol
none	0		2022-03-09	C1	5111	NA	FALSE	3	23759.2	0.6479	icontrol
deoxycholate	177	%w/v	2022-03-09	C2	5111	1	FALSE	3	23759.2	0.4756	icontrol
mecillinam	32	ng/mL	2022-03-09	C3	5111	30	FALSE	3	23759.2	0.6326	icontrol
nickel(ii)	70	mM	2022-03-09	C4	5111	1	FALSE	3	23759.2	0.4219	icontrol
novobiocin	37	ug/mL	2022-03-09	C5	5111	30	FALSE	3	23759.2	0.6228	icontrol
urea	227	mM	2022-03-09	C6	5111	750	FALSE	3	23759.2	0.1649	icontrol
none	0		2022-03-09	C7	5142	NA	FALSE	3	23759.2	0.6816	icontrol
deoxycholate	177	%w/v	2022-03-09	C8	5142	1	FALSE	3	23759.2	0.5191	icontrol
mecillinam	32	ng/mL	2022-03-09	C9	5142	30	FALSE	3	23759.2	0.6469	icontrol
nickel(ii)	70	mM	2022-03-09	C10	5142	1	FALSE	3	23759.2	0.5996	icontrol
novobiocin	37	ug/mL	2022-03-09	C11	5142	30	FALSE	3	23759.2	0.649	icontrol
urea	227	mM	2022-03-09	C12	5142	750	FALSE	3	23759.2	0.125	icontrol
none	0		2022-03-09	D1	5111	NA	FALSE	4	23759.2	0.5927	icontrol
deoxycholate	177	%w/v	2022-03-09	D2	5111	1	FALSE	4	23759.2	0.4808	icontrol
mecillinam	32	ng/mL	2022-03-09	D3	5111	30	FALSE	4	23759.2	0.63	icontrol
nickel(ii)	70	mM	2022-03-09	D4	5111	1	FALSE	4	23759.2	0.4142	icontrol
novobiocin	37	ug/mL	2022-03-09	D5	5111	30	FALSE	4	23759.2	0.6272	icontrol
urea	227	mM	2022-03-09	D6	5111	750	FALSE	4	23759.2	0.1733	icontrol
none	0		2022-03-09	D7	5142	NA	FALSE	4	23759.2	0.6829	icontrol
deoxycholate	177	%w/v	2022-03-09	D8	5142	1	FALSE	4	23759.2	0.5446	icontrol
mecillinam	32	ng/mL	2022-03-09	D9	5142	30	FALSE	4	23759.2	0.6407	icontrol
nickel(ii)	70	mM	2022-03-09	D10	5142	1	FALSE	4	23759.2	0.6112	icontrol
novobiocin	37	ug/mL	2022-03-09	D11	5142	30	FALSE	4	23759.2	0.6294	icontrol
urea	227	mM	2022-03-09	D12	5142	750	FALSE	4	23759.2	0.121	icontrol
none	0		2022-03-09	E1	5111	NA	TRUE	1	23759.2	0.5895	icontrol
deoxycholate	177	%w/v	2022-03-09	E2	5111	1	TRUE	1	23759.2	0.4895	icontrol
mecillinam	32	ng/mL	2022-03-09	E3	5111	30	TRUE	1	23759.2	0.6194	icontrol
nickel(ii)	70	mM	2022-03-09	E4	5111	1	TRUE	1	23759.2	0.4496	icontrol
novobiocin	37	ug/mL	2022-03-09	E5	5111	30	TRUE	1	23759.2	0.6239	icontrol
urea	227	mM	2022-03-09	E6	5111	750	TRUE	1	23759.2	0.1994	icontrol
none	0		2022-03-09	E7	5142	NA	TRUE	1	23759.2	0.6785	icontrol
deoxycholate	177	%w/v	2022-03-09	E8	5142	1	TRUE	1	23759.2	0.5389	icontrol
mecillinam	32	ng/mL	2022-03-09	E9	5142	30	TRUE	1	23759.2	0.6241	icontrol
nickel(ii)	70	mM	2022-03-09	E10	5142	1	TRUE	1	23759.2	0.6214	icontrol
novobiocin	37	ug/mL	2022-03-09	E11	5142	30	TRUE	1	23759.2	0.636	icontrol
urea	227	mM	2022-03-09	E12	5142	750	TRUE	1	23759.2	0.1303	icontrol
none	0		2022-03-09	F1	5111	NA	TRUE	2	23759.2	0.6427	icontrol
deoxycholate	177	%w/v	2022-03-09	F2	5111	1	TRUE	2	23759.2	0.4868	icontrol
mecillinam	32	ng/mL	2022-03-09	F3	5111	30	TRUE	2	23759.2	0.6255	icontrol
nickel(ii)	70	mM	2022-03-09	F4	5111	1	TRUE	2	23759.2	0.4768	icontrol
novobiocin	37	ug/mL	2022-03-09	F5	5111	30	TRUE	2	23759.2	0.6308	icontrol
urea	227	mM	2022-03-09	F6	5111	750	TRUE	2	23759.2	0.1646	icontrol
none	0		2022-03-09	F7	5142	NA	TRUE	2	23759.2	0.6661	icontrol
deoxycholate	177	%w/v	2022-03-09	F8	5142	1	TRUE	2	23759.2	0.5186	icontrol
mecillinam	32	ng/mL	2022-03-09	F9	5142	30	TRUE	2	23759.2	0.6206	icontrol
nickel(ii)	70	mM	2022-03-09	F10	5142	1	TRUE	2	23759.2	0.6201	icontrol
novobiocin	37	ug/mL	2022-03-09	F11	5142	30	TRUE	2	23759.2	0.6317	icontrol
urea	227	mM	2022-03-09	F12	5142	750	TRUE	2	23759.2	0.1243	icontrol
none	0		2022-03-09	G1	5111	NA	TRUE	3	23759.2	0.6477	icontrol
deoxycholate	177	%w/v	2022-03-09	G2	5111	1	TRUE	3	23759.2	0.5032	icontrol
mecillinam	32	ng/mL	2022-03-09	G3	5111	30	TRUE	3	23759.2	0.6186	icontrol
nickel(ii)	70	mM	2022-03-09	G4	5111	1	TRUE	3	23759.2	0.5057	icontrol
novobiocin	37	ug/mL	2022-03-09	G5	5111	30	TRUE	3	23759.2	0.631	icontrol
urea	227	mM	2022-03-09	G6	5111	750	TRUE	3	23759.2	0.15	icontrol
none	0		2022-03-09	G7	5142	NA	TRUE	3	23759.2	0.6534	icontrol
deoxycholate	177	%w/v	2022-03-09	G8	5142	1	TRUE	3	23759.2	0.5157	icontrol
mecillinam	32	ng/mL	2022-03-09	G9	5142	30	TRUE	3	23759.2	0.633	icontrol
nickel(ii)	70	mM	2022-03-09	G10	5142	1	TRUE	3	23759.2	0.644	icontrol
novobiocin	37	ug/mL	2022-03-09	G11	5142	30	TRUE	3	23759.2	0.652	icontrol
urea	227	mM	2022-03-09	G12	5142	750	TRUE	3	23759.2	0.1369	icontrol
none	0		2022-03-09	H1	5111	NA	TRUE	4	23759.2	0.6377	icontrol
deoxycholate	177	%w/v	2022-03-09	H2	5111	1	TRUE	4	23759.2	0.4947	icontrol
mecillinam	32	ng/mL	2022-03-09	H3	5111	30	TRUE	4	23759.2	0.6103	icontrol
nickel(ii)	70	mM	2022-03-09	H4	5111	1	TRUE	4	23759.2	0.5363	icontrol
novobiocin	37	ug/mL	2022-03-09	H5	5111	30	TRUE	4	23759.2	0.6077	icontrol
urea	227	mM	2022-03-09	H6	5111	750	TRUE	4	23759.2	0.152	icontrol
none	0		2022-03-09	H7	5142	NA	TRUE	4	23759.2	0.5923	icontrol
deoxycholate	177	%w/v	2022-03-09	H8	5142	1	TRUE	4	23759.2	0.4832	icontrol
mecillinam	32	ng/mL	2022-03-09	H9	5142	30	TRUE	4	23759.2	0.6021	icontrol
nickel(ii)	70	mM	2022-03-09	H10	5142	1	TRUE	4	23759.2	0.6216	icontrol
novobiocin	37	ug/mL	2022-03-09	H11	5142	30	TRUE	4	23759.2	0.6207	icontrol
urea	227	mM	2022-03-09	H12	5142	750	TRUE	4	23759.2	0.1286	icontrol
none	0		2022-03-09	A1	5111	NA	FALSE	1	24639.2	0.6499	icontrol
deoxycholate	177	%w/v	2022-03-09	A2	5111	1	FALSE	1	24639.2	0.4747	icontrol
mecillinam	32	ng/mL	2022-03-09	A3	5111	30	FALSE	1	24639.2	0.6244	icontrol
nickel(ii)	70	mM	2022-03-09	A4	5111	1	FALSE	1	24639.2	0.4008	icontrol
novobiocin	37	ug/mL	2022-03-09	A5	5111	30	FALSE	1	24639.2	0.6137	icontrol
urea	227	mM	2022-03-09	A6	5111	750	FALSE	1	24639.2	0.1359	icontrol
none	0		2022-03-09	A7	5142	NA	FALSE	1	24639.2	0.6139	icontrol
deoxycholate	177	%w/v	2022-03-09	A8	5142	1	FALSE	1	24639.2	0.4922	icontrol
mecillinam	32	ng/mL	2022-03-09	A9	5142	30	FALSE	1	24639.2	0.632	icontrol
nickel(ii)	70	mM	2022-03-09	A10	5142	1	FALSE	1	24639.2	0.5829	icontrol
novobiocin	37	ug/mL	2022-03-09	A11	5142	30	FALSE	1	24639.2	0.6408	icontrol
urea	227	mM	2022-03-09	A12	5142	750	FALSE	1	24639.2	0.1152	icontrol
none	0		2022-03-09	B1	5111	NA	FALSE	2	24639.2	0.6626	icontrol
deoxycholate	177	%w/v	2022-03-09	B2	5111	1	FALSE	2	24639.2	0.4837	icontrol
mecillinam	32	ng/mL	2022-03-09	B3	5111	30	FALSE	2	24639.2	0.6533	icontrol
nickel(ii)	70	mM	2022-03-09	B4	5111	1	FALSE	2	24639.2	0.4157	icontrol
novobiocin	37	ug/mL	2022-03-09	B5	5111	30	FALSE	2	24639.2	0.6229	icontrol
urea	227	mM	2022-03-09	B6	5111	750	FALSE	2	24639.2	0.1544	icontrol
none	0		2022-03-09	B7	5142	NA	FALSE	2	24639.2	0.668	icontrol
deoxycholate	177	%w/v	2022-03-09	B8	5142	1	FALSE	2	24639.2	0.5444	icontrol
mecillinam	32	ng/mL	2022-03-09	B9	5142	30	FALSE	2	24639.2	0.6509	icontrol
nickel(ii)	70	mM	2022-03-09	B10	5142	1	FALSE	2	24639.2	0.5865	icontrol
novobiocin	37	ug/mL	2022-03-09	B11	5142	30	FALSE	2	24639.2	0.6389	icontrol
urea	227	mM	2022-03-09	B12	5142	750	FALSE	2	24639.2	0.1169	icontrol
none	0		2022-03-09	C1	5111	NA	FALSE	3	24639.2	0.6545	icontrol
deoxycholate	177	%w/v	2022-03-09	C2	5111	1	FALSE	3	24639.2	0.471	icontrol
mecillinam	32	ng/mL	2022-03-09	C3	5111	30	FALSE	3	24639.2	0.638	icontrol
nickel(ii)	70	mM	2022-03-09	C4	5111	1	FALSE	3	24639.2	0.4248	icontrol
novobiocin	37	ug/mL	2022-03-09	C5	5111	30	FALSE	3	24639.2	0.6282	icontrol
urea	227	mM	2022-03-09	C6	5111	750	FALSE	3	24639.2	0.1675	icontrol
none	0		2022-03-09	C7	5142	NA	FALSE	3	24639.2	0.6889	icontrol
deoxycholate	177	%w/v	2022-03-09	C8	5142	1	FALSE	3	24639.2	0.515	icontrol
mecillinam	32	ng/mL	2022-03-09	C9	5142	30	FALSE	3	24639.2	0.6432	icontrol
nickel(ii)	70	mM	2022-03-09	C10	5142	1	FALSE	3	24639.2	0.6138	icontrol
novobiocin	37	ug/mL	2022-03-09	C11	5142	30	FALSE	3	24639.2	0.6544	icontrol
urea	227	mM	2022-03-09	C12	5142	750	FALSE	3	24639.2	0.1249	icontrol
none	0		2022-03-09	D1	5111	NA	FALSE	4	24639.2	0.6066	icontrol
deoxycholate	177	%w/v	2022-03-09	D2	5111	1	FALSE	4	24639.2	0.4747	icontrol
mecillinam	32	ng/mL	2022-03-09	D3	5111	30	FALSE	4	24639.2	0.6342	icontrol
nickel(ii)	70	mM	2022-03-09	D4	5111	1	FALSE	4	24639.2	0.4301	icontrol
novobiocin	37	ug/mL	2022-03-09	D5	5111	30	FALSE	4	24639.2	0.6294	icontrol
urea	227	mM	2022-03-09	D6	5111	750	FALSE	4	24639.2	0.1731	icontrol
none	0		2022-03-09	D7	5142	NA	FALSE	4	24639.2	0.6974	icontrol
deoxycholate	177	%w/v	2022-03-09	D8	5142	1	FALSE	4	24639.2	0.54	icontrol
mecillinam	32	ng/mL	2022-03-09	D9	5142	30	FALSE	4	24639.2	0.6435	icontrol
nickel(ii)	70	mM	2022-03-09	D10	5142	1	FALSE	4	24639.2	0.6213	icontrol
novobiocin	37	ug/mL	2022-03-09	D11	5142	30	FALSE	4	24639.2	0.6359	icontrol
urea	227	mM	2022-03-09	D12	5142	750	FALSE	4	24639.2	0.121	icontrol
none	0		2022-03-09	E1	5111	NA	TRUE	1	24639.2	0.5953	icontrol
deoxycholate	177	%w/v	2022-03-09	E2	5111	1	TRUE	1	24639.2	0.4846	icontrol
mecillinam	32	ng/mL	2022-03-09	E3	5111	30	TRUE	1	24639.2	0.6218	icontrol
nickel(ii)	70	mM	2022-03-09	E4	5111	1	TRUE	1	24639.2	0.4554	icontrol
novobiocin	37	ug/mL	2022-03-09	E5	5111	30	TRUE	1	24639.2	0.6283	icontrol
urea	227	mM	2022-03-09	E6	5111	750	TRUE	1	24639.2	0.1961	icontrol
none	0		2022-03-09	E7	5142	NA	TRUE	1	24639.2	0.684	icontrol
deoxycholate	177	%w/v	2022-03-09	E8	5142	1	TRUE	1	24639.2	0.5319	icontrol
mecillinam	32	ng/mL	2022-03-09	E9	5142	30	TRUE	1	24639.2	0.629	icontrol
nickel(ii)	70	mM	2022-03-09	E10	5142	1	TRUE	1	24639.2	0.6378	icontrol
novobiocin	37	ug/mL	2022-03-09	E11	5142	30	TRUE	1	24639.2	0.6363	icontrol
urea	227	mM	2022-03-09	E12	5142	750	TRUE	1	24639.2	0.1302	icontrol
none	0		2022-03-09	F1	5111	NA	TRUE	2	24639.2	0.6503	icontrol
deoxycholate	177	%w/v	2022-03-09	F2	5111	1	TRUE	2	24639.2	0.4831	icontrol
mecillinam	32	ng/mL	2022-03-09	F3	5111	30	TRUE	2	24639.2	0.6299	icontrol
nickel(ii)	70	mM	2022-03-09	F4	5111	1	TRUE	2	24639.2	0.4807	icontrol
novobiocin	37	ug/mL	2022-03-09	F5	5111	30	TRUE	2	24639.2	0.6313	icontrol
urea	227	mM	2022-03-09	F6	5111	750	TRUE	2	24639.2	0.1652	icontrol
none	0		2022-03-09	F7	5142	NA	TRUE	2	24639.2	0.6751	icontrol
deoxycholate	177	%w/v	2022-03-09	F8	5142	1	TRUE	2	24639.2	0.5161	icontrol
mecillinam	32	ng/mL	2022-03-09	F9	5142	30	TRUE	2	24639.2	0.6288	icontrol
nickel(ii)	70	mM	2022-03-09	F10	5142	1	TRUE	2	24639.2	0.6312	icontrol
novobiocin	37	ug/mL	2022-03-09	F11	5142	30	TRUE	2	24639.2	0.6371	icontrol
urea	227	mM	2022-03-09	F12	5142	750	TRUE	2	24639.2	0.1263	icontrol
none	0		2022-03-09	G1	5111	NA	TRUE	3	24639.2	0.6554	icontrol
deoxycholate	177	%w/v	2022-03-09	G2	5111	1	TRUE	3	24639.2	0.4982	icontrol
mecillinam	32	ng/mL	2022-03-09	G3	5111	30	TRUE	3	24639.2	0.6234	icontrol
nickel(ii)	70	mM	2022-03-09	G4	5111	1	TRUE	3	24639.2	0.512	icontrol
novobiocin	37	ug/mL	2022-03-09	G5	5111	30	TRUE	3	24639.2	0.6343	icontrol
urea	227	mM	2022-03-09	G6	5111	750	TRUE	3	24639.2	0.15	icontrol
none	0		2022-03-09	G7	5142	NA	TRUE	3	24639.2	0.6657	icontrol
deoxycholate	177	%w/v	2022-03-09	G8	5142	1	TRUE	3	24639.2	0.5137	icontrol
mecillinam	32	ng/mL	2022-03-09	G9	5142	30	TRUE	3	24639.2	0.6385	icontrol
nickel(ii)	70	mM	2022-03-09	G10	5142	1	TRUE	3	24639.2	0.6571	icontrol
novobiocin	37	ug/mL	2022-03-09	G11	5142	30	TRUE	3	24639.2	0.6577	icontrol
urea	227	mM	2022-03-09	G12	5142	750	TRUE	3	24639.2	0.1381	icontrol
none	0		2022-03-09	H1	5111	NA	TRUE	4	24639.2	0.6479	icontrol
deoxycholate	177	%w/v	2022-03-09	H2	5111	1	TRUE	4	24639.2	0.4905	icontrol
mecillinam	32	ng/mL	2022-03-09	H3	5111	30	TRUE	4	24639.2	0.6177	icontrol
nickel(ii)	70	mM	2022-03-09	H4	5111	1	TRUE	4	24639.2	0.5411	icontrol
novobiocin	37	ug/mL	2022-03-09	H5	5111	30	TRUE	4	24639.2	0.6112	icontrol
urea	227	mM	2022-03-09	H6	5111	750	TRUE	4	24639.2	0.1499	icontrol
none	0		2022-03-09	H7	5142	NA	TRUE	4	24639.2	0.602	icontrol
deoxycholate	177	%w/v	2022-03-09	H8	5142	1	TRUE	4	24639.2	0.4824	icontrol
mecillinam	32	ng/mL	2022-03-09	H9	5142	30	TRUE	4	24639.2	0.6093	icontrol
nickel(ii)	70	mM	2022-03-09	H10	5142	1	TRUE	4	24639.2	0.6322	icontrol
novobiocin	37	ug/mL	2022-03-09	H11	5142	30	TRUE	4	24639.2	0.6263	icontrol
urea	227	mM	2022-03-09	H12	5142	750	TRUE	4	24639.2	0.1297	icontrol
none	0		2022-03-09	A1	5111	NA	FALSE	1	25519.1	0.6579	icontrol
deoxycholate	177	%w/v	2022-03-09	A2	5111	1	FALSE	1	25519.1	0.4666	icontrol
mecillinam	32	ng/mL	2022-03-09	A3	5111	30	FALSE	1	25519.1	0.629	icontrol
nickel(ii)	70	mM	2022-03-09	A4	5111	1	FALSE	1	25519.1	0.3996	icontrol
novobiocin	37	ug/mL	2022-03-09	A5	5111	30	FALSE	1	25519.1	0.6145	icontrol
urea	227	mM	2022-03-09	A6	5111	750	FALSE	1	25519.1	0.1357	icontrol
none	0		2022-03-09	A7	5142	NA	FALSE	1	25519.1	0.6137	icontrol
deoxycholate	177	%w/v	2022-03-09	A8	5142	1	FALSE	1	25519.1	0.4843	icontrol
mecillinam	32	ng/mL	2022-03-09	A9	5142	30	FALSE	1	25519.1	0.6286	icontrol
nickel(ii)	70	mM	2022-03-09	A10	5142	1	FALSE	1	25519.1	0.5927	icontrol
novobiocin	37	ug/mL	2022-03-09	A11	5142	30	FALSE	1	25519.1	0.6447	icontrol
urea	227	mM	2022-03-09	A12	5142	750	FALSE	1	25519.1	0.1176	icontrol
none	0		2022-03-09	B1	5111	NA	FALSE	2	25519.1	0.6644	icontrol
deoxycholate	177	%w/v	2022-03-09	B2	5111	1	FALSE	2	25519.1	0.4778	icontrol
mecillinam	32	ng/mL	2022-03-09	B3	5111	30	FALSE	2	25519.1	0.6437	icontrol
nickel(ii)	70	mM	2022-03-09	B4	5111	1	FALSE	2	25519.1	0.4166	icontrol
novobiocin	37	ug/mL	2022-03-09	B5	5111	30	FALSE	2	25519.1	0.6248	icontrol
urea	227	mM	2022-03-09	B6	5111	750	FALSE	2	25519.1	0.1579	icontrol
none	0		2022-03-09	B7	5142	NA	FALSE	2	25519.1	0.6665	icontrol
deoxycholate	177	%w/v	2022-03-09	B8	5142	1	FALSE	2	25519.1	0.5361	icontrol
mecillinam	32	ng/mL	2022-03-09	B9	5142	30	FALSE	2	25519.1	0.6502	icontrol
nickel(ii)	70	mM	2022-03-09	B10	5142	1	FALSE	2	25519.1	0.5914	icontrol
novobiocin	37	ug/mL	2022-03-09	B11	5142	30	FALSE	2	25519.1	0.645	icontrol
urea	227	mM	2022-03-09	B12	5142	750	FALSE	2	25519.1	0.1158	icontrol
none	0		2022-03-09	C1	5111	NA	FALSE	3	25519.1	0.6574	icontrol
deoxycholate	177	%w/v	2022-03-09	C2	5111	1	FALSE	3	25519.1	0.4656	icontrol
mecillinam	32	ng/mL	2022-03-09	C3	5111	30	FALSE	3	25519.1	0.642	icontrol
nickel(ii)	70	mM	2022-03-09	C4	5111	1	FALSE	3	25519.1	0.4284	icontrol
novobiocin	37	ug/mL	2022-03-09	C5	5111	30	FALSE	3	25519.1	0.6295	icontrol
urea	227	mM	2022-03-09	C6	5111	750	FALSE	3	25519.1	0.1662	icontrol
none	0		2022-03-09	C7	5142	NA	FALSE	3	25519.1	0.6935	icontrol
deoxycholate	177	%w/v	2022-03-09	C8	5142	1	FALSE	3	25519.1	0.5091	icontrol
mecillinam	32	ng/mL	2022-03-09	C9	5142	30	FALSE	3	25519.1	0.6451	icontrol
nickel(ii)	70	mM	2022-03-09	C10	5142	1	FALSE	3	25519.1	0.6209	icontrol
novobiocin	37	ug/mL	2022-03-09	C11	5142	30	FALSE	3	25519.1	0.6538	icontrol
urea	227	mM	2022-03-09	C12	5142	750	FALSE	3	25519.1	0.1241	icontrol
none	0		2022-03-09	D1	5111	NA	FALSE	4	25519.1	0.613	icontrol
deoxycholate	177	%w/v	2022-03-09	D2	5111	1	FALSE	4	25519.1	0.467	icontrol
mecillinam	32	ng/mL	2022-03-09	D3	5111	30	FALSE	4	25519.1	0.6377	icontrol
nickel(ii)	70	mM	2022-03-09	D4	5111	1	FALSE	4	25519.1	0.4295	icontrol
