description	gene
Intracellular transport GO:0046907	ffh
Intracellular transport GO:0046907	secG
Intracellular transport GO:0046907	secY
Intracellular transport GO:0046907	ftsY
Intracellular transport GO:0046907	secB
Intracellular transport GO:0046907	secE
1-deoxy-D-xylulose 5-phosphate biosynthetic process GO:0052865	dxs
Replisome GO:0030894	dnaX
Replisome GO:0030894	holA
Replisome GO:0030894	dnaG
Replisome GO:0030894	rplB
Replisome GO:0030894	dnaN
Replisome GO:0030894	dnaA
Replisome GO:0030894	ssb
Replisome GO:0030894	priB
Replisome GO:0030894	dnaC
Primosome complex GO:1990077	dnaG
Primosome complex GO:1990077	dnaA
Primosome complex GO:1990077	priB
Primosome complex GO:1990077	dnaC
Energy reserve metabolic process GO:0006112	glgP
Energy reserve metabolic process GO:0006112	glgA
Energy reserve metabolic process GO:0006112	glgB
RNA polymerase activity GO:0097747	dnaG
RNA polymerase activity GO:0097747	rpoA
RNA polymerase activity GO:0097747	rpoC
DNA replication origin binding GO:0003688	dnaA
Lipopolysaccharide transport GO:0015920	msbA
Lipopolysaccharide transport GO:0015920	lptC
Lipopolysaccharide transport GO:0015920	lptA
Lipopolysaccharide transport GO:0015920	lptB
Chromosome GO:0005694	dnaX
Chromosome GO:0005694	holA
Chromosome GO:0005694	topA
Chromosome GO:0005694	dnaG
Chromosome GO:0005694	rplB
Chromosome GO:0005694	gyrB
Chromosome GO:0005694	dnaN
Chromosome GO:0005694	dnaA
Chromosome GO:0005694	ssb
Chromosome GO:0005694	priB
Chromosome GO:0005694	dnaC
Pyrimidine deoxyribonucleoside triphosphate biosynthetic process GO:0009212	tmk
Pyrimidine deoxyribonucleoside triphosphate biosynthetic process GO:0009212	dcd
Pyrimidine deoxyribonucleoside triphosphate biosynthetic process GO:0009212	thyA
Replication fork GO:0005657	dnaX
Replication fork GO:0005657	holA
Replication fork GO:0005657	dnaG
Replication fork GO:0005657	rplB
Replication fork GO:0005657	dnaN
Replication fork GO:0005657	dnaA
Replication fork GO:0005657	ssb
Replication fork GO:0005657	priB
Replication fork GO:0005657	dnaC
Tricarboxylic acid cycle GO:0006099	lpd
Tricarboxylic acid cycle GO:0006099	sdhC
Tricarboxylic acid cycle GO:0006099	sdhD
Tricarboxylic acid cycle GO:0006099	sdhA
Tricarboxylic acid cycle GO:0006099	sdhB
Tricarboxylic acid cycle GO:0006099	sucA
Tricarboxylic acid cycle GO:0006099	sucB
Tricarboxylic acid cycle GO:0006099	icd
Tricarboxylic acid cycle GO:0006099	mdh
Ribose phosphate diphosphokinase activity GO:0004749	prs
Cytosol GO:0005829	dnaK
Cytosol GO:0005829	rpsT
Cytosol GO:0005829	rsmH
Cytosol GO:0005829	ftsL
Cytosol GO:0005829	murF
Cytosol GO:0005829	ftsA
Cytosol GO:0005829	secM
Cytosol GO:0005829	lpd
Cytosol GO:0005829	dksA
Cytosol GO:0005829	rpsB
Cytosol GO:0005829	tsf
Cytosol GO:0005829	proS
Cytosol GO:0005829	ribE
Cytosol GO:0005829	nusB
Cytosol GO:0005829	dxs
Cytosol GO:0005829	ispA
Cytosol GO:0005829	xseB
Cytosol GO:0005829	lon
Cytosol GO:0005829	adk
Cytosol GO:0005829	ppiB
Cytosol GO:0005829	cysS
Cytosol GO:0005829	leuS
Cytosol GO:0005829	glnS
Cytosol GO:0005829	fur
Cytosol GO:0005829	pgm
Cytosol GO:0005829	sucA
Cytosol GO:0005829	sucB
Cytosol GO:0005829	infA
Cytosol GO:0005829	serS
Cytosol GO:0005829	rpsA
Cytosol GO:0005829	kdsB
Cytosol GO:0005829	yceD
Cytosol GO:0005829	fabH
Cytosol GO:0005829	acpP
Cytosol GO:0005829	tmk
Cytosol GO:0005829	phoP
Cytosol GO:0005829	icd
Cytosol GO:0005829	prs
Cytosol GO:0005829	prfA
Cytosol GO:0005829	kdsA
Cytosol GO:0005829	topA
Cytosol GO:0005829	ribA
Cytosol GO:0005829	tyrS
Cytosol GO:0005829	ribC
Cytosol GO:0005829	pheT
Cytosol GO:0005829	pheS
Cytosol GO:0005829	rplT
Cytosol GO:0005829	rpmI
Cytosol GO:0005829	infC
Cytosol GO:0005829	thrS
Cytosol GO:0005829	aspS
Cytosol GO:0005829	argS
Cytosol GO:0005829	dcd
Cytosol GO:0005829	rplY
Cytosol GO:0005829	yejL
Cytosol GO:0005829	ubiG
Cytosol GO:0005829	pta
Cytosol GO:0005829	accD
Cytosol GO:0005829	fabB
Cytosol GO:0005829	gltX
Cytosol GO:0005829	ptsH
Cytosol GO:0005829	crr
Cytosol GO:0005829	guaA
Cytosol GO:0005829	der
Cytosol GO:0005829	hisS
Cytosol GO:0005829	fdx
Cytosol GO:0005829	hscA
Cytosol GO:0005829	iscU
Cytosol GO:0005829	era
Cytosol GO:0005829	rnc
Cytosol GO:0005829	rpoE
Cytosol GO:0005829	pssA
Cytosol GO:0005829	rplS
Cytosol GO:0005829	rimM
Cytosol GO:0005829	rpsP
Cytosol GO:0005829	ffh
Cytosol GO:0005829	grpE
Cytosol GO:0005829	nadK
Cytosol GO:0005829	csrA
Cytosol GO:0005829	alaS
Cytosol GO:0005829	ispD
Cytosol GO:0005829	thyA
Cytosol GO:0005829	prfB
Cytosol GO:0005829	pepP
Cytosol GO:0005829	hldE
Cytosol GO:0005829	rpsU
Cytosol GO:0005829	rpoD
Cytosol GO:0005829	rpsO
Cytosol GO:0005829	infB
Cytosol GO:0005829	nusA
Cytosol GO:0005829	rimP
Cytosol GO:0005829	rlmE
Cytosol GO:0005829	obgE
Cytosol GO:0005829	rpmA
Cytosol GO:0005829	rplU
Cytosol GO:0005829	ispB
Cytosol GO:0005829	murA
Cytosol GO:0005829	kdsC
Cytosol GO:0005829	sspA
Cytosol GO:0005829	rpsI
Cytosol GO:0005829	rplM
Cytosol GO:0005829	mdh
Cytosol GO:0005829	accB
Cytosol GO:0005829	rplQ
Cytosol GO:0005829	rpoA
Cytosol GO:0005829	rpsD
Cytosol GO:0005829	rpsK
Cytosol GO:0005829	rpsM
Cytosol GO:0005829	rpmJ
Cytosol GO:0005829	rpmD
Cytosol GO:0005829	rplR
Cytosol GO:0005829	rplF
Cytosol GO:0005829	rpsH
Cytosol GO:0005829	rpsN
Cytosol GO:0005829	rplX
Cytosol GO:0005829	rplN
Cytosol GO:0005829	rpsQ
Cytosol GO:0005829	rpmC
Cytosol GO:0005829	rplP
Cytosol GO:0005829	rpsC
Cytosol GO:0005829	rplV
Cytosol GO:0005829	rpsS
Cytosol GO:0005829	rplB
Cytosol GO:0005829	rplD
Cytosol GO:0005829	rplC
Cytosol GO:0005829	rpsJ
Cytosol GO:0005829	fusA
Cytosol GO:0005829	rpsG
Cytosol GO:0005829	rpsL
Cytosol GO:0005829	crp
Cytosol GO:0005829	trpS
Cytosol GO:0005829	aroK
Cytosol GO:0005829	glgA
Cytosol GO:0005829	glgB
Cytosol GO:0005829	ftsY
Cytosol GO:0005829	glyS
Cytosol GO:0005829	glyQ
Cytosol GO:0005829	secB
Cytosol GO:0005829	rfaD
Cytosol GO:0005829	waaF
Cytosol GO:0005829	rpmG
Cytosol GO:0005829	rpmB
Cytosol GO:0005829	dfp
Cytosol GO:0005829	gmk
Cytosol GO:0005829	gyrB
Cytosol GO:0005829	dnaN
Cytosol GO:0005829	dnaA
Cytosol GO:0005829	rpmH
Cytosol GO:0005829	rbsK
Cytosol GO:0005829	hemC
Cytosol GO:0005829	ubiD
Cytosol GO:0005829	fre
Cytosol GO:0005829	yihA
Cytosol GO:0005829	rpmE
Cytosol GO:0005829	sthA
Cytosol GO:0005829	murB
Cytosol GO:0005829	nusG
Cytosol GO:0005829	rplK
Cytosol GO:0005829	rplA
Cytosol GO:0005829	rplJ
Cytosol GO:0005829	rplL
Cytosol GO:0005829	rpoC
Cytosol GO:0005829	hemE
Cytosol GO:0005829	ssb
Cytosol GO:0005829	groS
Cytosol GO:0005829	rsgA
Cytosol GO:0005829	orn
Cytosol GO:0005829	hfq
Cytosol GO:0005829	rpsF
Cytosol GO:0005829	rpsR
Cytosol GO:0005829	rplI
Cytosol GO:0005829	fbp
Cytosol GO:0005829	valS
ATP metabolic process GO:0046034	aceF
ATP metabolic process GO:0046034	lpd
ATP metabolic process GO:0046034	mdh
ATP metabolic process GO:0046034	atpC
ATP metabolic process GO:0046034	atpD
ATP metabolic process GO:0046034	atpG
ATP metabolic process GO:0046034	atpA
ATP metabolic process GO:0046034	atpH
ATP metabolic process GO:0046034	atpE
ATP metabolic process GO:0046034	atpB
Protein-containing complex binding GO:0044877	infA
Protein-containing complex binding GO:0044877	prfA
Protein-containing complex binding GO:0044877	infC
Protein-containing complex binding GO:0044877	der
Protein-containing complex binding GO:0044877	era
Protein-containing complex binding GO:0044877	rimM
Protein-containing complex binding GO:0044877	infB
Protein-containing complex binding GO:0044877	obgE
Protein-containing complex binding GO:0044877	rpmA
Protein-containing complex binding GO:0044877	ftsY
Protein-containing complex binding GO:0044877	rplJ
Protein-containing complex binding GO:0044877	rplL
glutaminyl-tRNA aminoacylation GO:0006425	glnS
prolyl-tRNA aminoacylation GO:0006433	proS
Succinate dehydrogenase (ubiquinone) activity GO:0008177	sdhC
Succinate dehydrogenase (ubiquinone) activity GO:0008177	sdhA
Succinate dehydrogenase (ubiquinone) activity GO:0008177	sdhB
Ubiquinone biosynthetic process GO:0006744	dxs
Ubiquinone biosynthetic process GO:0006744	ubiG
Ubiquinone biosynthetic process GO:0006744	ubiH
Ubiquinone biosynthetic process GO:0006744	ispB
Ubiquinone biosynthetic process GO:0006744	ubiE
Ubiquinone biosynthetic process GO:0006744	ubiJ
Ubiquinone biosynthetic process GO:0006744	ubiB
Ubiquinone biosynthetic process GO:0006744	ubiD
Cytidylyltransferase activity GO:0070567	cdsA
Cytidylyltransferase activity GO:0070567	kdsB
Cytidylyltransferase activity GO:0070567	ispD
Regulation of protein-containing complex disassembly GO:0043244	nusB
Regulation of protein-containing complex disassembly GO:0043244	nusA
Regulation of protein-containing complex disassembly GO:0043244	rpoA
Regulation of protein-containing complex disassembly GO:0043244	rpsD
Regulation of protein-containing complex disassembly GO:0043244	rplD
Regulation of protein-containing complex disassembly GO:0043244	rpsJ
Regulation of protein-containing complex disassembly GO:0043244	nusG
Regulation of protein-containing complex disassembly GO:0043244	rpoC
Regulation of protein-containing complex disassembly GO:0043244	mgtL
histidyl-tRNA aminoacylation GO:0006427	hisS
Cell envelope Sec protein transport complex GO:0031522	secG
Cell envelope Sec protein transport complex GO:0031522	secY
Cell envelope Sec protein transport complex GO:0031522	yidC
Cell envelope Sec protein transport complex GO:0031522	secE
ATP-dependent protein folding chaperone GO:0140662	dnaK
ATP-dependent protein folding chaperone GO:0140662	hscA
ATP-dependent protein folding chaperone GO:0140662	groS
Flavin-containing compound biosynthetic process GO:0042727	ribF
Flavin-containing compound biosynthetic process GO:0042727	ribE
Flavin-containing compound biosynthetic process GO:0042727	ribA
Flavin-containing compound biosynthetic process GO:0042727	ribC
NADH dehydrogenase (quinone) activity GO:0050136	nuoN
NADH dehydrogenase (quinone) activity GO:0050136	nuoM
NADH dehydrogenase (quinone) activity GO:0050136	nuoL
NADH dehydrogenase (quinone) activity GO:0050136	nuoK
NADH dehydrogenase (quinone) activity GO:0050136	nuoJ
NADH dehydrogenase (quinone) activity GO:0050136	nuoI
NADH dehydrogenase (quinone) activity GO:0050136	nuoG
NADH dehydrogenase (quinone) activity GO:0050136	nuoF
NADH dehydrogenase (quinone) activity GO:0050136	nuoC
NADH dehydrogenase (quinone) activity GO:0050136	nuoB
NADH dehydrogenase (quinone) activity GO:0050136	nuoA
Negative regulation of glycogen metabolic process GO:0070874	csrA
Negative regulation of DNA-templated DNA replication initiation GO:0032297	rplB
Negative regulation of DNA-templated DNA replication initiation GO:0032297	dnaN
Negative regulation of DNA-templated DNA replication initiation GO:0032297	dnaA
Establishment of protein localization to membrane GO:0090150	ffh
Establishment of protein localization to membrane GO:0090150	secG
Establishment of protein localization to membrane GO:0090150	secY
Establishment of protein localization to membrane GO:0090150	ftsY
Establishment of protein localization to membrane GO:0090150	yidC
Establishment of protein localization to membrane GO:0090150	secE
Positive regulation of ribosome biogenesis GO:0090070	rpmA
Regulation of DNA-templated transcription, termination GO:0031554	nusB
Regulation of DNA-templated transcription, termination GO:0031554	nusA
Regulation of DNA-templated transcription, termination GO:0031554	rpoA
Regulation of DNA-templated transcription, termination GO:0031554	rpsD
Regulation of DNA-templated transcription, termination GO:0031554	rplD
Regulation of DNA-templated transcription, termination GO:0031554	rpsJ
Regulation of DNA-templated transcription, termination GO:0031554	nusG
Regulation of DNA-templated transcription, termination GO:0031554	rpoC
Regulation of DNA-templated transcription, termination GO:0031554	mgtL
Lipoic acid binding GO:0031405	aceF
Lipoic acid binding GO:0031405	sucB
Purine ribonucleoside diphosphate biosynthetic process GO:0009180	adk
Lipoprotein localization GO:0044872	lolA
Lipoprotein localization GO:0044872	lolC
Lipoprotein localization GO:0044872	lolD
Lipoprotein transport GO:0042953	lolA
Lipoprotein transport GO:0042953	lolC
Lipoprotein transport GO:0042953	lolD
DnaA-DiaA complex GO:1990102	dnaA
Cytochrome o ubiquinol oxidase complex GO:0009319	cyoD
Cytochrome o ubiquinol oxidase complex GO:0009319	cyoA
Pyrimidine deoxyribonucleoside triphosphate metabolic process GO:0009211	tmk
Pyrimidine deoxyribonucleoside triphosphate metabolic process GO:0009211	dcd
Pyrimidine deoxyribonucleoside triphosphate metabolic process GO:0009211	thyA
Thioester metabolic process GO:0035383	aceF
Thioester metabolic process GO:0035383	sucB
Thioester metabolic process GO:0035383	pta
Thioester metabolic process GO:0035383	accD
Thioester metabolic process GO:0035383	accB
Dihydrolipoyl dehydrogenase activity GO:0004148	lpd
Dihydrolipoyl dehydrogenase activity GO:0004148	sthA
Sigma factor antagonist complex GO:1903865	rpoE
Sigma factor antagonist complex GO:1903865	rpoS
Sigma factor antagonist complex GO:1903865	rpoD
Lipoprotein releasing activity GO:0140306	lolC
Lipoprotein releasing activity GO:0140306	lolD
Phosphate ion binding GO:0042301	prs
Regulation of RNA stability GO:0043487	csrA
Regulation of RNA stability GO:0043487	rppH
Regulation of RNA stability GO:0043487	rpsH
Regulation of RNA stability GO:0043487	hfq
Maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) GO:0000462	rpsK
glutamyl-tRNA reductase activity GO:0008883	hemA
Oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor GO:0016624	sucA
Divisome complex GO:1990586	ftsL
Divisome complex GO:1990586	ftsI
Divisome complex GO:1990586	ftsQ
Divisome complex GO:1990586	ftsA
Divisome complex GO:1990586	ftsZ
Divisome complex GO:1990586	zipA
tRNA metabolic process GO:0006399	proS
tRNA metabolic process GO:0006399	cysS
tRNA metabolic process GO:0006399	leuS
tRNA metabolic process GO:0006399	glnS
tRNA metabolic process GO:0006399	serS
tRNA metabolic process GO:0006399	asnS
tRNA metabolic process GO:0006399	tyrS
tRNA metabolic process GO:0006399	pheT
tRNA metabolic process GO:0006399	pheS
tRNA metabolic process GO:0006399	thrS
tRNA metabolic process GO:0006399	aspS
tRNA metabolic process GO:0006399	argS
tRNA metabolic process GO:0006399	gltX
tRNA metabolic process GO:0006399	hisS
tRNA metabolic process GO:0006399	rnc
tRNA metabolic process GO:0006399	alaS
tRNA metabolic process GO:0006399	rppH
tRNA metabolic process GO:0006399	trpS
tRNA metabolic process GO:0006399	glyS
tRNA metabolic process GO:0006399	glyQ
tRNA metabolic process GO:0006399	rnpA
tRNA metabolic process GO:0006399	valS
Lipoprotein metabolic process GO:0042157	lspA
Lipoprotein metabolic process GO:0042157	lgt
Lipoprotein biosynthetic process GO:0042158	lspA
Lipoprotein biosynthetic process GO:0042158	lgt
Isoprenoid biosynthetic process GO:0008299	dxs
Isoprenoid biosynthetic process GO:0008299	ispA
Isoprenoid biosynthetic process GO:0008299	ispD
Isoprenoid biosynthetic process GO:0008299	ispB
Chaperone cofactor-dependent protein refolding GO:0051085	dnaK
Chaperone cofactor-dependent protein refolding GO:0051085	groS
Protein transporter activity GO:0140318	lolC
Protein transporter activity GO:0140318	lolD
Protein transporter activity GO:0140318	secG
Protein transporter activity GO:0140318	secY
Protein transporter activity GO:0140318	secE
dTTP metabolic process GO:0046075	tmk
dTTP metabolic process GO:0046075	dcd
dTTP metabolic process GO:0046075	thyA
Purine ribonucleoside triphosphate metabolic process GO:0009205	aceF
Purine ribonucleoside triphosphate metabolic process GO:0009205	lpd
Purine ribonucleoside triphosphate metabolic process GO:0009205	mdh
Purine ribonucleoside triphosphate metabolic process GO:0009205	atpC
Purine ribonucleoside triphosphate metabolic process GO:0009205	atpD
Purine ribonucleoside triphosphate metabolic process GO:0009205	atpG
Purine ribonucleoside triphosphate metabolic process GO:0009205	atpA
Purine ribonucleoside triphosphate metabolic process GO:0009205	atpH
Purine ribonucleoside triphosphate metabolic process GO:0009205	atpE
Purine ribonucleoside triphosphate metabolic process GO:0009205	atpB
3-oxoacyl-[acyl-carrier-protein] synthase activity GO:0004315	fabH
3-oxoacyl-[acyl-carrier-protein] synthase activity GO:0004315	fabB
alanyl-tRNA aminoacylation GO:0006419	alaS
phenylalanyl-tRNA aminoacylation GO:0006432	pheT
phenylalanyl-tRNA aminoacylation GO:0006432	pheS
rRNA (uridine-2-O-)-methyltransferase activity GO:0008650	rlmE
Transferase complex, transferring phosphorus-containing groups GO:0061695	dnaX
Transferase complex, transferring phosphorus-containing groups GO:0061695	holA
Transferase complex, transferring phosphorus-containing groups GO:0061695	prs
Transferase complex, transferring phosphorus-containing groups GO:0061695	rpoE
Transferase complex, transferring phosphorus-containing groups GO:0061695	dnaG
Transferase complex, transferring phosphorus-containing groups GO:0061695	rpoD
Transferase complex, transferring phosphorus-containing groups GO:0061695	rpoA
Transferase complex, transferring phosphorus-containing groups GO:0061695	dnaN
Transferase complex, transferring phosphorus-containing groups GO:0061695	rpoC
Transferase complex GO:1990234	lpd
Transferase complex GO:1990234	ribE
Transferase complex GO:1990234	dnaX
Transferase complex GO:1990234	holA
Transferase complex GO:1990234	sucA
Transferase complex GO:1990234	sucB
Transferase complex GO:1990234	prs
Transferase complex GO:1990234	accD
Transferase complex GO:1990234	hscA
Transferase complex GO:1990234	iscU
Transferase complex GO:1990234	rpoE
Transferase complex GO:1990234	dnaG
Transferase complex GO:1990234	rpoD
Transferase complex GO:1990234	rpoA
Transferase complex GO:1990234	dnaN
Transferase complex GO:1990234	rpoC
Pyrimidine deoxyribonucleotide biosynthetic process GO:0009221	tmk
Pyrimidine deoxyribonucleotide biosynthetic process GO:0009221	dcd
Pyrimidine deoxyribonucleotide biosynthetic process GO:0009221	thyA
Transcription antitermination GO:0031564	nusB
Transcription antitermination GO:0031564	nusA
Transcription antitermination GO:0031564	rpoA
Transcription antitermination GO:0031564	rpsD
Transcription antitermination GO:0031564	rpsJ
Transcription antitermination GO:0031564	nusG
Transcription antitermination GO:0031564	rpoC
threonyl-tRNA aminoacylation GO:0006435	thrS
GTP cyclohydrolase II activity GO:0003935	ribA
Carbon catabolite repression GO:0061985	crp
CDP-alcohol phosphatidyltransferase activity GO:0017169	pgsA
CDP-alcohol phosphatidyltransferase activity GO:0017169	pssA
DNA replication, synthesis of RNA primer GO:0006269	dnaG
DNA replication, synthesis of RNA primer GO:0006269	priB
DNA replication, synthesis of RNA primer GO:0006269	dnaC
L-lysine catabolic process to acetyl-CoA via saccharopine GO:0033512	sucB
Isopentenyl diphosphate metabolic process GO:0046490	dxs
Isopentenyl diphosphate metabolic process GO:0046490	ispD
Minor groove of adenine-thymine-rich DNA binding GO:0003680	crp
Nucleoside triphosphate metabolic process GO:0009141	aceF
Nucleoside triphosphate metabolic process GO:0009141	lpd
Nucleoside triphosphate metabolic process GO:0009141	tmk
Nucleoside triphosphate metabolic process GO:0009141	dcd
Nucleoside triphosphate metabolic process GO:0009141	thyA
Nucleoside triphosphate metabolic process GO:0009141	mdh
Nucleoside triphosphate metabolic process GO:0009141	atpC
Nucleoside triphosphate metabolic process GO:0009141	atpD
Nucleoside triphosphate metabolic process GO:0009141	atpG
Nucleoside triphosphate metabolic process GO:0009141	atpA
Nucleoside triphosphate metabolic process GO:0009141	atpH
Nucleoside triphosphate metabolic process GO:0009141	atpE
Nucleoside triphosphate metabolic process GO:0009141	atpB
Regulation of DNA-templated DNA replication initiation GO:0030174	rplB
Regulation of DNA-templated DNA replication initiation GO:0030174	dnaN
Regulation of DNA-templated DNA replication initiation GO:0030174	dnaA
NADH dehydrogenase activity GO:0003954	nuoN
NADH dehydrogenase activity GO:0003954	nuoM
NADH dehydrogenase activity GO:0003954	nuoL
NADH dehydrogenase activity GO:0003954	nuoK
NADH dehydrogenase activity GO:0003954	nuoJ
NADH dehydrogenase activity GO:0003954	nuoI
NADH dehydrogenase activity GO:0003954	nuoG
NADH dehydrogenase activity GO:0003954	nuoF
NADH dehydrogenase activity GO:0003954	nuoC
NADH dehydrogenase activity GO:0003954	nuoB
NADH dehydrogenase activity GO:0003954	nuoA
Protein polymerization GO:0051258	ftsZ
Regulation of cellular catabolic process GO:0031329	ptsH
Regulation of cellular catabolic process GO:0031329	csrA
Regulation of cellular catabolic process GO:0031329	rppH
Regulation of cellular catabolic process GO:0031329	rpsH
Regulation of cellular catabolic process GO:0031329	hfq
Positive regulation of protein metabolic process GO:0051247	rpsA
Positive regulation of protein metabolic process GO:0051247	csrA
Positive regulation of protein metabolic process GO:0051247	rpsD
Positive regulation of protein metabolic process GO:0051247	hfq
Positive regulation of protein metabolic process GO:0051247	valS
Pyruvate dehydrogenase complex GO:0045254	aceF
Pyruvate dehydrogenase complex GO:0045254	lpd
Cell cycle GO:0007049	ftsL
Cell cycle GO:0007049	ftsI
Cell cycle GO:0007049	murF
Cell cycle GO:0007049	murD
Cell cycle GO:0007049	murC
Cell cycle GO:0007049	ftsQ
Cell cycle GO:0007049	ftsA
Cell cycle GO:0007049	ftsZ
Cell cycle GO:0007049	dicA
Cell cycle GO:0007049	zipA
Cell cycle GO:0007049	murA
Cell cycle GO:0007049	mreB
Cell cycle GO:0007049	dnaN
Cell cycle GO:0007049	yihA
Cell cycle GO:0007049	murB
Terpenoid biosynthetic process GO:0016114	dxs
Terpenoid biosynthetic process GO:0016114	ispA
Terpenoid biosynthetic process GO:0016114	ispD
Negative regulation of DNA-templated DNA replication GO:2000104	rplB
Negative regulation of DNA-templated DNA replication GO:2000104	dnaN
Negative regulation of DNA-templated DNA replication GO:2000104	dnaA
Regulation of polysaccharide metabolic process GO:0032881	ptsH
Regulation of polysaccharide metabolic process GO:0032881	csrA
Nucleoside diphosphate biosynthetic process GO:0009133	adk
Nucleoside diphosphate biosynthetic process GO:0009133	tmk
glyceraldehyde-3-phosphate metabolic process GO:0019682	dxs
glyceraldehyde-3-phosphate metabolic process GO:0019682	ispD
Beta-ketoacyl-acyl-carrier-protein synthase III activity GO:0033818	fabH
GDP binding GO:0019003	obgE
GDP binding GO:0019003	rsgA
S-acyltransferase activity GO:0016417	aceF
S-acyltransferase activity GO:0016417	sucB
Quinone biosynthetic process GO:1901663	dxs
Quinone biosynthetic process GO:1901663	ubiG
Quinone biosynthetic process GO:1901663	ubiH
Quinone biosynthetic process GO:1901663	ispB
Quinone biosynthetic process GO:1901663	ubiE
Quinone biosynthetic process GO:1901663	ubiJ
Quinone biosynthetic process GO:1901663	ubiB
Quinone biosynthetic process GO:1901663	ubiD
Ribonucleoside triphosphate biosynthetic process GO:0009201	atpC
Ribonucleoside triphosphate biosynthetic process GO:0009201	atpD
Ribonucleoside triphosphate biosynthetic process GO:0009201	atpG
Ribonucleoside triphosphate biosynthetic process GO:0009201	atpA
Ribonucleoside triphosphate biosynthetic process GO:0009201	atpH
Ribonucleoside triphosphate biosynthetic process GO:0009201	atpE
Ribonucleoside triphosphate biosynthetic process GO:0009201	atpB
DnaA-HU complex GO:1990103	dnaA
DnaA-Dps complex GO:1990084	dnaA
Maturation of SSU-rRNA GO:0030490	rimM
Maturation of SSU-rRNA GO:0030490	rpsK
Positive regulation of translational fidelity GO:0045903	rpsD
Positive regulation of translational fidelity GO:0045903	valS
Catalytic activity, acting on RNA GO:0140098	rsmH
Catalytic activity, acting on RNA GO:0140098	proS
Catalytic activity, acting on RNA GO:0140098	cysS
Catalytic activity, acting on RNA GO:0140098	leuS
Catalytic activity, acting on RNA GO:0140098	glnS
Catalytic activity, acting on RNA GO:0140098	serS
Catalytic activity, acting on RNA GO:0140098	asnS
Catalytic activity, acting on RNA GO:0140098	hemA
Catalytic activity, acting on RNA GO:0140098	tyrS
Catalytic activity, acting on RNA GO:0140098	pheT
Catalytic activity, acting on RNA GO:0140098	pheS
Catalytic activity, acting on RNA GO:0140098	thrS
Catalytic activity, acting on RNA GO:0140098	aspS
Catalytic activity, acting on RNA GO:0140098	argS
Catalytic activity, acting on RNA GO:0140098	gltX
Catalytic activity, acting on RNA GO:0140098	hisS
Catalytic activity, acting on RNA GO:0140098	rnc
Catalytic activity, acting on RNA GO:0140098	alaS
Catalytic activity, acting on RNA GO:0140098	rppH
Catalytic activity, acting on RNA GO:0140098	dnaG
Catalytic activity, acting on RNA GO:0140098	rlmE
Catalytic activity, acting on RNA GO:0140098	rpoA
Catalytic activity, acting on RNA GO:0140098	trpS
Catalytic activity, acting on RNA GO:0140098	glyS
Catalytic activity, acting on RNA GO:0140098	glyQ
Catalytic activity, acting on RNA GO:0140098	rnpA
Catalytic activity, acting on RNA GO:0140098	rpoC
Catalytic activity, acting on RNA GO:0140098	orn
Catalytic activity, acting on RNA GO:0140098	valS
leucyl-tRNA aminoacylation GO:0006429	leuS
Sigma factor activity GO:0016987	rpoE
Sigma factor activity GO:0016987	rpoS
Sigma factor activity GO:0016987	rpoD
Nucleoside diphosphate kinase activity GO:0004550	adk
GTP cyclohydrolase activity GO:0003933	ribA
Phosphatidate cytidylyltransferase activity GO:0004605	cdsA
Guanosine tetraphosphate binding GO:0097216	dksA
Guanosine tetraphosphate binding GO:0097216	icd
Guanosine tetraphosphate binding GO:0097216	der
Guanosine tetraphosphate binding GO:0097216	era
Guanosine tetraphosphate binding GO:0097216	infB
Guanosine tetraphosphate binding GO:0097216	obgE
Guanosine tetraphosphate binding GO:0097216	fusA
Guanosine tetraphosphate binding GO:0097216	rsgA
Cell septum assembly GO:0090529	ftsL
Cell septum assembly GO:0090529	ftsI
Cell septum assembly GO:0090529	ftsQ
Cell septum assembly GO:0090529	ftsA
Cell septum assembly GO:0090529	ftsZ
Cell septum assembly GO:0090529	zipA
Cell septum assembly GO:0090529	yihA
Double-stranded RNA-specific ribonuclease activity GO:0032296	rnc
Pyrimidine deoxyribonucleotide metabolic process GO:0009219	tmk
Pyrimidine deoxyribonucleotide metabolic process GO:0009219	dcd
Pyrimidine deoxyribonucleotide metabolic process GO:0009219	thyA
Flavin adenine dinucleotide biosynthetic process GO:0072388	ribF
glutamate-tRNA ligase activity GO:0004818	gltX
Protein localization to outer membrane GO:0089705	lolC
Protein localization to outer membrane GO:0089705	lolD
Glycine decarboxylation via glycine cleavage system GO:0019464	lpd
Phospholipid binding GO:0005543	nhaA
Phospholipid binding GO:0005543	lpxB
Phospholipid binding GO:0005543	ubiG
Phospholipid binding GO:0005543	pssA
CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process GO:0033468	kdsB
Replication fork processing GO:0031297	dnaG
Replication fork processing GO:0031297	priB
Replication fork processing GO:0031297	dnaC
DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity GO:0003918	gyrB
keto-3-deoxy-D-manno-octulosonic acid metabolic process GO:0046400	kdsB
keto-3-deoxy-D-manno-octulosonic acid metabolic process GO:0046400	kdsA
Quinone cofactor methyltransferase activity GO:0030580	ubiG
