Seconds	Temp	Well	OD600	Row	Column	Induced	Imipenem	followup	Organism
7258.6		C5	0.275599986314774	C	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
7258.6		C6	0.313699990510941	C	6	FALSE	1	96-well Plate Only	K. pneumoniae
7258.6		C7	0.196600005030632	C	7	FALSE	2	96-well Plate Only	K. pneumoniae
7258.6		C8	0.102099999785423	C	8	FALSE	4	96-well Plate Only	K. pneumoniae
7258.6		C9	0.0948999971151352	C	9	FALSE	8	96-well Plate Only	K. pneumoniae
7258.6		C10	0.103900000452995	C	10	FALSE	16	96-well Plate Only	K. pneumoniae
7258.6		C11	0.0900000035762787	C	11	FALSE	32	96-well Plate Only	K. pneumoniae
7258.6		D2	0.392300009727478	D	2	FALSE	0	Moved to Second Competition	K. pneumoniae
7258.6		D3	0.326400011777878	D	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
7258.6		D4	0.296700000762939	D	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
7258.6		D5	0.278899997472763	D	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
7258.6		D6	0.342999994754791	D	6	FALSE	1	96-well Plate Only	K. pneumoniae
7258.6		D7	0.200299993157387	D	7	FALSE	2	96-well Plate Only	K. pneumoniae
7258.6		D8	0.0993999987840652	D	8	FALSE	4	96-well Plate Only	K. pneumoniae
7258.6		D9	0.0931999981403351	D	9	FALSE	8	96-well Plate Only	K. pneumoniae
7258.6		D10	0.0910999998450279	D	10	FALSE	16	96-well Plate Only	K. pneumoniae
7258.6		D11	0.090599998831749	D	11	FALSE	32	96-well Plate Only	K. pneumoniae
7258.6		E2	0.379900008440018	E	2	TRUE	0	Moved to Second Competition	K. pneumoniae
7258.6		E3	0.315100014209747	E	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
7258.6		E4	0.287000000476837	E	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
7258.6		E5	0.269300013780594	E	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
7258.6		E6	0.376700013875961	E	6	TRUE	1	96-well Plate Only	K. pneumoniae
7258.6		E7	0.18639999628067	E	7	TRUE	2	96-well Plate Only	K. pneumoniae
7258.6		E8	0.097900003194809	E	8	TRUE	4	96-well Plate Only	K. pneumoniae
7258.6		E9	0.0934000015258789	E	9	TRUE	8	96-well Plate Only	K. pneumoniae
7258.6		E10	0.0922999978065491	E	10	TRUE	16	96-well Plate Only	K. pneumoniae
7258.6		E11	0.090999998152256	E	11	TRUE	32	96-well Plate Only	K. pneumoniae
7258.6		F2	0.392199993133545	F	2	TRUE	0	Moved to Second Competition	K. pneumoniae
7258.6		F3	0.318399995565414	F	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
7258.6		F4	0.291599988937378	F	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
7258.6		F5	0.269899994134903	F	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
7258.6		F6	0.315299987792969	F	6	TRUE	1	96-well Plate Only	K. pneumoniae
7258.6		F7	0.183300003409386	F	7	TRUE	2	96-well Plate Only	K. pneumoniae
7258.6		F8	0.100100003182888	F	8	TRUE	4	96-well Plate Only	K. pneumoniae
7258.6		F9	0.0961999967694283	F	9	TRUE	8	96-well Plate Only	K. pneumoniae
7258.6		F10	0.0920000001788139	F	10	TRUE	16	96-well Plate Only	K. pneumoniae
7258.6		F11	0.0925000011920929	F	11	TRUE	32	96-well Plate Only	K. pneumoniae
7258.6		G2	0.392800003290176	G	2	TRUE	0	Moved to Second Competition	K. pneumoniae
7258.6		G3	0.323599994182587	G	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
7258.6		G4	0.29229998588562	G	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
7258.6		G5	0.269199997186661	G	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
7258.6		G6	0.356000006198883	G	6	TRUE	1	96-well Plate Only	K. pneumoniae
7258.6		G7	0.186800003051758	G	7	TRUE	2	96-well Plate Only	K. pneumoniae
7258.6		G8	0.100299999117851	G	8	TRUE	4	96-well Plate Only	K. pneumoniae
7258.6		G9	0.093699999153614	G	9	TRUE	8	96-well Plate Only	K. pneumoniae
7258.6		G10	0.0931999981403351	G	10	TRUE	16	96-well Plate Only	K. pneumoniae
7258.6		G11	0.0921000018715858	G	11	TRUE	32	96-well Plate Only	K. pneumoniae
7588.5		B2	0.41729998588562	B	2	FALSE	0	Moved to Second Competition	K. pneumoniae
7588.5		B3	0.345699995756149	B	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
7588.5		B4	0.336800009012222	B	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
7588.5		B5	0.27700001001358	B	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
7588.5		B6	0.297300010919571	B	6	FALSE	1	96-well Plate Only	K. pneumoniae
7588.5		B7	0.201900005340576	B	7	FALSE	2	96-well Plate Only	K. pneumoniae
7588.5		B8	0.0976999998092651	B	8	FALSE	4	96-well Plate Only	K. pneumoniae
7588.5		B9	0.0930999964475632	B	9	FALSE	8	96-well Plate Only	K. pneumoniae
7588.5		B10	0.0930999964475632	B	10	FALSE	16	96-well Plate Only	K. pneumoniae
7588.5		B11	0.0962999984622002	B	11	FALSE	32	96-well Plate Only	K. pneumoniae
7588.5		C2	0.430999994277954	C	2	FALSE	0	Moved to Second Competition	K. pneumoniae
7588.5		C3	0.344999998807907	C	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
7588.5		C4	0.317900002002716	C	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
7588.5		C5	0.283300012350082	C	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
7588.5		C6	0.355199992656708	C	6	FALSE	1	96-well Plate Only	K. pneumoniae
7588.5		C7	0.200499996542931	C	7	FALSE	2	96-well Plate Only	K. pneumoniae
7588.5		C8	0.101099997758865	C	8	FALSE	4	96-well Plate Only	K. pneumoniae
7588.5		C9	0.0935000032186508	C	9	FALSE	8	96-well Plate Only	K. pneumoniae
7588.5		C10	0.103000000119209	C	10	FALSE	16	96-well Plate Only	K. pneumoniae
7588.5		C11	0.089699998497963	C	11	FALSE	32	96-well Plate Only	K. pneumoniae
7588.5		D2	0.410199999809265	D	2	FALSE	0	Moved to Second Competition	K. pneumoniae
7588.5		D3	0.342200011014938	D	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
7588.5		D4	0.301800012588501	D	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
7588.5		D5	0.28439998626709	D	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
7588.5		D6	0.346399992704391	D	6	FALSE	1	96-well Plate Only	K. pneumoniae
7588.5		D7	0.203500002622604	D	7	FALSE	2	96-well Plate Only	K. pneumoniae
7588.5		D8	0.099200002849102	D	8	FALSE	4	96-well Plate Only	K. pneumoniae
7588.5		D9	0.093299999833107	D	9	FALSE	8	96-well Plate Only	K. pneumoniae
7588.5		D10	0.0908999964594841	D	10	FALSE	16	96-well Plate Only	K. pneumoniae
7588.5		D11	0.0904000028967857	D	11	FALSE	32	96-well Plate Only	K. pneumoniae
7588.5		E2	0.399300009012222	E	2	TRUE	0	Moved to Second Competition	K. pneumoniae
7588.5		E3	0.335200011730194	E	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
7588.5		E4	0.294200003147125	E	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
7588.5		E5	0.276399999856949	E	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
7588.5		E6	0.338800013065338	E	6	TRUE	1	96-well Plate Only	K. pneumoniae
7588.5		E7	0.189600005745888	E	7	TRUE	2	96-well Plate Only	K. pneumoniae
7588.5		E8	0.097000002861023	E	8	TRUE	4	96-well Plate Only	K. pneumoniae
7588.5		E9	0.0935999974608421	E	9	TRUE	8	96-well Plate Only	K. pneumoniae
7588.5		E10	0.0921000018715858	E	10	TRUE	16	96-well Plate Only	K. pneumoniae
7588.5		E11	0.0913999974727631	E	11	TRUE	32	96-well Plate Only	K. pneumoniae
7588.5		F2	0.413399994373322	F	2	TRUE	0	Moved to Second Competition	K. pneumoniae
7588.5		F3	0.327399998903275	F	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
7588.5		F4	0.301800012588501	F	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
7588.5		F5	0.321099996566772	F	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
7588.5		F6	0.271100014448166	F	6	TRUE	1	96-well Plate Only	K. pneumoniae
7588.5		F7	0.187000006437302	F	7	TRUE	2	96-well Plate Only	K. pneumoniae
7588.5		F8	0.0996999964118004	F	8	TRUE	4	96-well Plate Only	K. pneumoniae
7588.5		F9	0.096500001847744	F	9	TRUE	8	96-well Plate Only	K. pneumoniae
7588.5		F10	0.0910999998450279	F	10	TRUE	16	96-well Plate Only	K. pneumoniae
7588.5		F11	0.0922999978065491	F	11	TRUE	32	96-well Plate Only	K. pneumoniae
7588.5		G2	0.411399990320206	G	2	TRUE	0	Moved to Second Competition	K. pneumoniae
7588.5		G3	0.333200007677078	G	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
7588.5		G4	0.301899999380112	G	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
7588.5		G5	0.270500004291534	G	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
7588.5		G6	0.370099991559982	G	6	TRUE	1	96-well Plate Only	K. pneumoniae
7588.5		G7	0.18970000743866	G	7	TRUE	2	96-well Plate Only	K. pneumoniae
7588.5		G8	0.100299999117851	G	8	TRUE	4	96-well Plate Only	K. pneumoniae
7588.5		G9	0.0930000022053719	G	9	TRUE	8	96-well Plate Only	K. pneumoniae
7588.5		G10	0.093299999833107	G	10	TRUE	16	96-well Plate Only	K. pneumoniae
7588.5		G11	0.0926000028848648	G	11	TRUE	32	96-well Plate Only	K. pneumoniae
7918.4		B2	0.429899990558624	B	2	FALSE	0	Moved to Second Competition	K. pneumoniae
7918.4		B3	0.357699990272522	B	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
7918.4		B4	0.351700007915497	B	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
7918.4		B5	0.284700006246567	B	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
7918.4		B6	0.337000012397766	B	6	FALSE	1	96-well Plate Only	K. pneumoniae
7918.4		B7	0.206900000572205	B	7	FALSE	2	96-well Plate Only	K. pneumoniae
7918.4		B8	0.0979999974370003	B	8	FALSE	4	96-well Plate Only	K. pneumoniae
7918.4		B9	0.0931999981403351	B	9	FALSE	8	96-well Plate Only	K. pneumoniae
7918.4		B10	0.0925000011920929	B	10	FALSE	16	96-well Plate Only	K. pneumoniae
7918.4		B11	0.0962999984622002	B	11	FALSE	32	96-well Plate Only	K. pneumoniae
7918.4		C2	0.448300004005432	C	2	FALSE	0	Moved to Second Competition	K. pneumoniae
7918.4		C3	0.354099988937378	C	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
7918.4		C4	0.333600014448166	C	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
7918.4		C5	0.285299986600876	C	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
7918.4		C6	0.335399985313416	C	6	FALSE	1	96-well Plate Only	K. pneumoniae
7918.4		C7	0.207599997520447	C	7	FALSE	2	96-well Plate Only	K. pneumoniae
7918.4		C8	0.101400002837181	C	8	FALSE	4	96-well Plate Only	K. pneumoniae
7918.4		C9	0.0939999967813492	C	9	FALSE	8	96-well Plate Only	K. pneumoniae
7918.4		C10	0.103500001132488	C	10	FALSE	16	96-well Plate Only	K. pneumoniae
7918.4		C11	0.089599996805191	C	11	FALSE	32	96-well Plate Only	K. pneumoniae
7918.4		D2	0.428000003099442	D	2	FALSE	0	Moved to Second Competition	K. pneumoniae
7918.4		D3	0.350800007581711	D	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
7918.4		D4	0.31029999256134	D	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
7918.4		D5	0.316000014543533	D	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
7918.4		D6	0.34400001168251	D	6	FALSE	1	96-well Plate Only	K. pneumoniae
7918.4		D7	0.213799998164177	D	7	FALSE	2	96-well Plate Only	K. pneumoniae
7918.4		D8	0.0988999977707863	D	8	FALSE	4	96-well Plate Only	K. pneumoniae
7918.4		D9	0.0949999988079071	D	9	FALSE	8	96-well Plate Only	K. pneumoniae
7918.4		D10	0.0908000022172928	D	10	FALSE	16	96-well Plate Only	K. pneumoniae
7918.4		D11	0.090999998152256	D	11	FALSE	32	96-well Plate Only	K. pneumoniae
7918.4		E2	0.412600010633469	E	2	TRUE	0	Moved to Second Competition	K. pneumoniae
7918.4		E3	0.339899986982346	E	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
7918.4		E4	0.317900002002716	E	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
7918.4		E5	0.283199995756149	E	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
7918.4		E6	0.367399990558624	E	6	TRUE	1	96-well Plate Only	K. pneumoniae
7918.4		E7	0.196899995207787	E	7	TRUE	2	96-well Plate Only	K. pneumoniae
7918.4		E8	0.0974999964237213	E	8	TRUE	4	96-well Plate Only	K. pneumoniae
7918.4		E9	0.0922999978065491	E	9	TRUE	8	96-well Plate Only	K. pneumoniae
7918.4		E10	0.0913000032305718	E	10	TRUE	16	96-well Plate Only	K. pneumoniae
7918.4		E11	0.0913999974727631	E	11	TRUE	32	96-well Plate Only	K. pneumoniae
7918.4		F2	0.434599995613098	F	2	TRUE	0	Moved to Second Competition	K. pneumoniae
7918.4		F3	0.341100007295609	F	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
7918.4		F4	0.309700012207031	F	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
7918.4		F5	0.288599997758865	F	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
7918.4		F6	0.3817999958992	F	6	TRUE	1	96-well Plate Only	K. pneumoniae
7918.4		F7	0.194399997591972	F	7	TRUE	2	96-well Plate Only	K. pneumoniae
7918.4		F8	0.0996999964118004	F	8	TRUE	4	96-well Plate Only	K. pneumoniae
7918.4		F9	0.0964000001549721	F	9	TRUE	8	96-well Plate Only	K. pneumoniae
7918.4		F10	0.0913999974727631	F	10	TRUE	16	96-well Plate Only	K. pneumoniae
7918.4		F11	0.0926999971270561	F	11	TRUE	32	96-well Plate Only	K. pneumoniae
7918.4		G2	0.431800007820129	G	2	TRUE	0	Moved to Second Competition	K. pneumoniae
7918.4		G3	0.344999998807907	G	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
7918.4		G4	0.309799998998642	G	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
7918.4		G5	0.303099989891052	G	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
7918.4		G6	0.327699989080429	G	6	TRUE	1	96-well Plate Only	K. pneumoniae
7918.4		G7	0.197699993848801	G	7	TRUE	2	96-well Plate Only	K. pneumoniae
7918.4		G8	0.0996000021696091	G	8	TRUE	4	96-well Plate Only	K. pneumoniae
7918.4		G9	0.093699999153614	G	9	TRUE	8	96-well Plate Only	K. pneumoniae
7918.4		G10	0.092799998819828	G	10	TRUE	16	96-well Plate Only	K. pneumoniae
7918.4		G11	0.0908000022172928	G	11	TRUE	32	96-well Plate Only	K. pneumoniae
8248.4		B2	0.448599994182587	B	2	FALSE	0	Moved to Second Competition	K. pneumoniae
8248.4		B3	0.366800010204315	B	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
8248.4		B4	0.345099985599518	B	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
8248.4		B5	0.281300008296967	B	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
8248.4		B6	0.37720000743866	B	6	FALSE	1	96-well Plate Only	K. pneumoniae
8248.4		B7	0.207300007343292	B	7	FALSE	2	96-well Plate Only	K. pneumoniae
8248.4		B8	0.0973000004887581	B	8	FALSE	4	96-well Plate Only	K. pneumoniae
8248.4		B9	0.092799998819828	B	9	FALSE	8	96-well Plate Only	K. pneumoniae
8248.4		B10	0.092799998819828	B	10	FALSE	16	96-well Plate Only	K. pneumoniae
8248.4		B11	0.0964000001549721	B	11	FALSE	32	96-well Plate Only	K. pneumoniae
8248.4		C2	0.462599992752075	C	2	FALSE	0	Moved to Second Competition	K. pneumoniae
8248.4		C3	0.367700010538101	C	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
8248.4		C4	0.320800006389618	C	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
8248.4		C5	0.292899996042252	C	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
8248.4		C6	0.368999987840652	C	6	FALSE	1	96-well Plate Only	K. pneumoniae
8248.4		C7	0.207100003957748	C	7	FALSE	2	96-well Plate Only	K. pneumoniae
8248.4		C8	0.101400002837181	C	8	FALSE	4	96-well Plate Only	K. pneumoniae
8248.4		C9	0.093699999153614	C	9	FALSE	8	96-well Plate Only	K. pneumoniae
8248.4		C10	0.104999996721745	C	10	FALSE	16	96-well Plate Only	K. pneumoniae
8248.4		C11	0.0898000001907349	C	11	FALSE	32	96-well Plate Only	K. pneumoniae
8248.4		D2	0.443500012159348	D	2	FALSE	0	Moved to Second Competition	K. pneumoniae
8248.4		D3	0.359699994325638	D	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
8248.4		D4	0.320899993181229	D	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
8248.4		D5	0.303200006484985	D	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
8248.4		D6	0.370099991559982	D	6	FALSE	1	96-well Plate Only	K. pneumoniae
8248.4		D7	0.216999992728233	D	7	FALSE	2	96-well Plate Only	K. pneumoniae
8248.4		D8	0.0991000011563301	D	8	FALSE	4	96-well Plate Only	K. pneumoniae
8248.4		D9	0.092799998819828	D	9	FALSE	8	96-well Plate Only	K. pneumoniae
8248.4		D10	0.0912000015377998	D	10	FALSE	16	96-well Plate Only	K. pneumoniae
8248.4		D11	0.0904000028967857	D	11	FALSE	32	96-well Plate Only	K. pneumoniae
8248.4		E2	0.435400009155273	E	2	TRUE	0	Moved to Second Competition	K. pneumoniae
8248.4		E3	0.352200001478195	E	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
8248.4		E4	0.312599986791611	E	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
8248.4		E5	0.292800009250641	E	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
8248.4		E6	0.397799998521805	E	6	TRUE	1	96-well Plate Only	K. pneumoniae
8248.4		E7	0.198100000619888	E	7	TRUE	2	96-well Plate Only	K. pneumoniae
8248.4		E8	0.0976999998092651	E	8	TRUE	4	96-well Plate Only	K. pneumoniae
8248.4		E9	0.092399999499321	E	9	TRUE	8	96-well Plate Only	K. pneumoniae
8248.4		E10	0.091499999165535	E	10	TRUE	16	96-well Plate Only	K. pneumoniae
8248.4		E11	0.0903000012040138	E	11	TRUE	32	96-well Plate Only	K. pneumoniae
8248.4		F2	0.451200008392334	F	2	TRUE	0	Moved to Second Competition	K. pneumoniae
8248.4		F3	0.351099997758865	F	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
8248.4		F4	0.325100004673004	F	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
8248.4		F5	0.296900004148483	F	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
8248.4		F6	0.37950000166893	F	6	TRUE	1	96-well Plate Only	K. pneumoniae
8248.4		F7	0.196299999952316	F	7	TRUE	2	96-well Plate Only	K. pneumoniae
8248.4		F8	0.100000001490116	F	8	TRUE	4	96-well Plate Only	K. pneumoniae
8248.4		F9	0.0957000032067299	F	9	TRUE	8	96-well Plate Only	K. pneumoniae
8248.4		F10	0.0912000015377998	F	10	TRUE	16	96-well Plate Only	K. pneumoniae
8248.4		F11	0.0922000035643578	F	11	TRUE	32	96-well Plate Only	K. pneumoniae
8248.4		G2	0.452399998903275	G	2	TRUE	0	Moved to Second Competition	K. pneumoniae
8248.4		G3	0.356499999761581	G	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
8248.4		G4	0.32490000128746	G	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
8248.4		G5	0.287999987602234	G	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
8248.4		G6	0.367900013923645	G	6	TRUE	1	96-well Plate Only	K. pneumoniae
8248.4		G7	0.197500005364418	G	7	TRUE	2	96-well Plate Only	K. pneumoniae
8248.4		G8	0.100000001490116	G	8	TRUE	4	96-well Plate Only	K. pneumoniae
8248.4		G9	0.0929000005125999	G	9	TRUE	8	96-well Plate Only	K. pneumoniae
8248.4		G10	0.0921000018715858	G	10	TRUE	16	96-well Plate Only	K. pneumoniae
8248.4		G11	0.0913999974727631	G	11	TRUE	32	96-well Plate Only	K. pneumoniae
8578.3		B2	0.460299998521805	B	2	FALSE	0	Moved to Second Competition	K. pneumoniae
8578.3		B3	0.376599997282028	B	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
8578.3		B4	0.39190000295639	B	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
8578.3		B5	0.289400011301041	B	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
8578.3		B6	0.38280001282692	B	6	FALSE	1	96-well Plate Only	K. pneumoniae
8578.3		B7	0.205799996852875	B	7	FALSE	2	96-well Plate Only	K. pneumoniae
8578.3		B8	0.098300002515316	B	8	FALSE	4	96-well Plate Only	K. pneumoniae
8578.3		B9	0.0930999964475632	B	9	FALSE	8	96-well Plate Only	K. pneumoniae
8578.3		B10	0.092399999499321	B	10	FALSE	16	96-well Plate Only	K. pneumoniae
8578.3		B11	0.0961000025272369	B	11	FALSE	32	96-well Plate Only	K. pneumoniae
8578.3		C2	0.477400004863739	C	2	FALSE	0	Moved to Second Competition	K. pneumoniae
8578.3		C3	0.381999999284744	C	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
8578.3		C4	0.327699989080429	C	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
8578.3		C5	0.30009999871254	C	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
8578.3		C6	0.329299986362457	C	6	FALSE	1	96-well Plate Only	K. pneumoniae
8578.3		C7	0.206900000572205	C	7	FALSE	2	96-well Plate Only	K. pneumoniae
8578.3		C8	0.101700000464916	C	8	FALSE	4	96-well Plate Only	K. pneumoniae
8578.3		C9	0.0939000025391579	C	9	FALSE	8	96-well Plate Only	K. pneumoniae
8578.3		C10	0.103799998760223	C	10	FALSE	16	96-well Plate Only	K. pneumoniae
8578.3		C11	0.0900000035762787	C	11	FALSE	32	96-well Plate Only	K. pneumoniae
8578.3		D2	0.458099991083145	D	2	FALSE	0	Moved to Second Competition	K. pneumoniae
8578.3		D3	0.374099999666214	D	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
8578.3		D4	0.328399986028671	D	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
8578.3		D5	0.333799988031387	D	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
8578.3		D6	0.351500004529953	D	6	FALSE	1	96-well Plate Only	K. pneumoniae
8578.3		D7	0.215800002217293	D	7	FALSE	2	96-well Plate Only	K. pneumoniae
8578.3		D8	0.0991000011563301	D	8	FALSE	4	96-well Plate Only	K. pneumoniae
8578.3		D9	0.0925000011920929	D	9	FALSE	8	96-well Plate Only	K. pneumoniae
8578.3		D10	0.0908999964594841	D	10	FALSE	16	96-well Plate Only	K. pneumoniae
8578.3		D11	0.090599998831749	D	11	FALSE	32	96-well Plate Only	K. pneumoniae
8578.3		E2	0.44760000705719	E	2	TRUE	0	Moved to Second Competition	K. pneumoniae
8578.3		E3	0.360599994659424	E	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
8578.3		E4	0.323300004005432	E	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
8578.3		E5	0.302599996328354	E	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
8578.3		E6	0.401800006628037	E	6	TRUE	1	96-well Plate Only	K. pneumoniae
8578.3		E7	0.198300004005432	E	7	TRUE	2	96-well Plate Only	K. pneumoniae
8578.3		E8	0.0978000015020371	E	8	TRUE	4	96-well Plate Only	K. pneumoniae
8578.3		E9	0.0926999971270561	E	9	TRUE	8	96-well Plate Only	K. pneumoniae
8578.3		E10	0.0917000025510788	E	10	TRUE	16	96-well Plate Only	K. pneumoniae
8578.3		E11	0.0908999964594841	E	11	TRUE	32	96-well Plate Only	K. pneumoniae
8578.3		F2	0.467599987983704	F	2	TRUE	0	Moved to Second Competition	K. pneumoniae
8578.3		F3	0.363499999046326	F	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
8578.3		F4	0.33950001001358	F	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
8578.3		F5	0.309700012207031	F	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
8578.3		F6	0.340900003910065	F	6	TRUE	1	96-well Plate Only	K. pneumoniae
8578.3		F7	0.194900006055832	F	7	TRUE	2	96-well Plate Only	K. pneumoniae
8578.3		F8	0.100199997425079	F	8	TRUE	4	96-well Plate Only	K. pneumoniae
8578.3		F9	0.0961000025272369	F	9	TRUE	8	96-well Plate Only	K. pneumoniae
8578.3		F10	0.0910999998450279	F	10	TRUE	16	96-well Plate Only	K. pneumoniae
8578.3		F11	0.0922999978065491	F	11	TRUE	32	96-well Plate Only	K. pneumoniae
8578.3		G2	0.46450001001358	G	2	TRUE	0	Moved to Second Competition	K. pneumoniae
8578.3		G3	0.366400003433228	G	3	TRUE	0.125	96-well Plate Only	K. pneumoniae
8578.3		G4	0.333700001239777	G	4	TRUE	0.25	Moved to Second Competition	K. pneumoniae
8578.3		G5	0.369800001382828	G	5	TRUE	0.5	Moved to Second Competition	K. pneumoniae
8578.3		G6	0.292800009250641	G	6	TRUE	1	96-well Plate Only	K. pneumoniae
8578.3		G7	0.194600000977516	G	7	TRUE	2	96-well Plate Only	K. pneumoniae
8578.3		G8	0.0998999997973442	G	8	TRUE	4	96-well Plate Only	K. pneumoniae
8578.3		G9	0.0935000032186508	G	9	TRUE	8	96-well Plate Only	K. pneumoniae
8578.3		G10	0.0926000028848648	G	10	TRUE	16	96-well Plate Only	K. pneumoniae
8578.3		G11	0.0913000032305718	G	11	TRUE	32	96-well Plate Only	K. pneumoniae
8908.2		B2	0.472099989652634	B	2	FALSE	0	Moved to Second Competition	K. pneumoniae
8908.2		B3	0.391499996185303	B	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
8908.2		B4	0.328500002622604	B	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
8908.2		B5	0.291599988937378	B	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
8908.2		B6	0.374199986457825	B	6	FALSE	1	96-well Plate Only	K. pneumoniae
8908.2		B7	0.203999996185303	B	7	FALSE	2	96-well Plate Only	K. pneumoniae
8908.2		B8	0.097900003194809	B	8	FALSE	4	96-well Plate Only	K. pneumoniae
8908.2		B9	0.0930000022053719	B	9	FALSE	8	96-well Plate Only	K. pneumoniae
8908.2		B10	0.0921000018715858	B	10	FALSE	16	96-well Plate Only	K. pneumoniae
8908.2		B11	0.0957999974489212	B	11	FALSE	32	96-well Plate Only	K. pneumoniae
8908.2		C2	0.48879998922348	C	2	FALSE	0	Moved to Second Competition	K. pneumoniae
8908.2		C3	0.395700007677078	C	3	FALSE	0.125	96-well Plate Only	K. pneumoniae
8908.2		C4	0.332899987697601	C	4	FALSE	0.25	Moved to Second Competition	K. pneumoniae
8908.2		C5	0.395399987697601	C	5	FALSE	0.5	Moved to Second Competition	K. pneumoniae
8908.2		C6	0.328999996185303	C	6	FALSE	1	96-well Plate Only	K. pneumoniae
